Key,Action,Timestamp
h,Released,12.403527
b,Pressed,12.510441
b,Released,12.580331
g,Pressed,12.637662
g,Released,12.710573
n,Pressed,12.75169
n,Released,12.826685
h,Pressed,12.922604
h,Released,12.989992
j,Pressed,13.093797
j,Released,13.138721
m,Pressed,13.230937
m,Released,13.31344
c,Pressed,13.436288
c,Released,13.510191
v,Pressed,13.56411
v,Released,13.627101
d,Pressed,13.693608
d,Released,13.774073
f,Pressed,13.789631
f,Released,13.845965
g,Pressed,13.959428
g,Released,14.015136
b,Pressed,14.20303
b,Released,14.285011
f,Pressed,14.417761
f,Released,14.498302
g,Pressed,14.561442
g,Released,14.609887
h,Pressed,14.755655
h,Released,14.80385
n,Pressed,14.919625
n,Released,15.000125
v,Pressed,15.048034
v,Released,15.119611
b,Pressed,15.172219
b,Released,15.242019
g,Pressed,15.335479
g,Released,15.402068
h,Pressed,15.490724
h,Released,15.552275
f,Pressed,15.714712
f,Released,15.788695
x,Pressed,16.284769
x,Released,16.350094
z,Pressed,16.3994
z,Released,16.475596
c,Pressed,16.530033
c,Released,16.592677
s,Pressed,16.651506
s,Released,16.723854
d,Pressed,16.791331
d,Released,16.842518
f,Pressed,16.952389
f,Released,17.024911
a,Pressed,17.084247
a,Released,17.172669
c,Pressed,17.337352
c,Released,17.413835
s,Pressed,17.484125
s,Released,17.559015
d,Pressed,17.61043
d,Released,17.67667
r,Pressed,17.830929
r,Released,17.896962
w,Pressed,17.977877
w,Released,18.058546
d,Pressed,18.15923
d,Released,18.222484
s,Pressed,18.292653
s,Released,18.376882
f,Pressed,18.413502
f,Released,18.493965
e,Pressed,18.592993
e,Released,18.666662
r,Pressed,18.7599
r,Released,18.82274
t,Pressed,19.015358
t,Released,19.077821
y,Pressed,19.31533
y,Released,19.380637
t,Pressed,19.61416
t,Released,19.691185
u,Pressed,19.755623
u,Released,19.807407
y,Pressed,19.9536
y,Released,20.026086
i,Pressed,20.100961
i,Released,20.15341
o,Pressed,20.326162
o,Released,20.389368
u,Pressed,20.550016
u,Released,20.645438
p,Pressed,20.813568
p,Released,20.865574
i,Pressed,21.004917
i,Released,21.084472
o,Pressed,21.161036
o,Released,21.221519
l,Pressed,21.3509
l,Released,21.427686
k,Pressed,21.534445
k,Released,21.597218
m,Pressed,21.673187
m,Released,21.737452
j,Pressed,21.904186
j,Released,21.99658
n,Pressed,22.173486
n,Released,22.239024
m,Pressed,22.390323
m,Released,22.460657
k,Pressed,22.567308
k,Released,22.639315
l,Pressed,22.701058
l,Released,22.761202
i,Pressed,22.880901
i,Released,22.9251
o,Pressed,22.994032
o,Released,23.058131
p,Pressed,23.201925
p,Released,23.262357
p,Pressed,23.739131
p,Released,23.808857
u,Pressed,24.059315
u,Released,24.143867
i,Pressed,24.248205
i,Released,24.308562
o,Pressed,24.457271
o,Released,24.525087
j,Pressed,24.597211
j,Released,24.669068
k,Pressed,24.729917
k,Released,24.798541
l,Pressed,24.922306
l,Released,25.010329
h,Pressed,25.088437
h,Released,25.196211
j,Pressed,25.270858
j,Released,25.349082
g,Pressed,25.488975
g,Released,25.567364
n,Pressed,25.605034
n,Released,25.681089
b,Pressed,25.809093
b,Released,25.881463
h,Pressed,25.934346
h,Released,26.002214
b,Pressed,26.218332
b,Released,26.287309
v,Pressed,26.450984
v,Released,26.51508
g,Pressed,26.577736
g,Released,26.644958
b,Pressed,26.809145
b,Released,26.885451
f,Pressed,26.984682
f,Released,27.052269
g,Pressed,27.179164
g,Released,27.239489
c,Pressed,27.342221
c,Released,27.410242
v,Pressed,27.449432
v,Released,27.51343
d,Pressed,27.651376
d,Released,27.724538
f,Pressed,27.832749
f,Released,27.901082
c,Pressed,28.04422
c,Released,28.120041
x,Pressed,28.188234
x,Released,28.263644
d,Pressed,28.387085
d,Released,28.463593
s,Pressed,28.575931
s,Released,28.663894
x,Pressed,28.804964
x,Released,28.877872
a,Pressed,28.955118
a,Released,29.015633
z,Pressed,29.098615
z,Released,29.177949
q,Pressed,29.264309
q,Released,29.339303
w,Pressed,29.50199
w,Released,29.558241
s,Pressed,29.65579
s,Released,29.735746
a,Pressed,29.784026
a,Released,29.85235
w,Pressed,29.927203
w,Released,29.980389
s,Pressed,30.11908
s,Released,30.184086
q,Pressed,30.243983
q,Released,30.308728
w,Pressed,30.383862
w,Released,30.448265
a,Pressed,30.536582
a,Released,30.622376
s,Pressed,30.676101
s,Released,30.758704
q,Pressed,30.960135
q,Released,31.047881
w,Pressed,31.125598
w,Released,31.176076
s,Pressed,31.292248
s,Released,31.372637
a,Pressed,31.404866
a,Released,31.476009
w,Pressed,31.539454
w,Released,31.603054
q,Pressed,31.672814
q,Released,31.749177
s,Pressed,31.781755
s,Released,31.866824
a,Pressed,32.068021
a,Released,32.160408
e,Pressed,32.35103
e,Released,32.418444
r,Pressed,32.578873
r,Released,32.639861
d,Pressed,32.767815
d,Released,32.844944
t,Pressed,32.88101
t,Released,32.938881
g,Pressed,33.080655
g,Released,33.162729
f,Pressed,33.215414
f,Released,33.289138
h,Pressed,33.424782
h,Released,33.508747
t,Pressed,33.577596
t,Released,33.661778
j,Pressed,34.621467
j,Released,34.691597
h,Pressed,34.987508
h,Released,35.059513
y,Pressed,35.279983
y,Released,35.344637
t,Pressed,35.468997
t,Released,35.542255
h,Pressed,35.609266
h,Released,35.685102
g,Pressed,35.788918
g,Released,35.863895
u,Pressed,35.96068
u,Released,36.017105
j,Pressed,36.14531
j,Released,36.222199
y,Pressed,36.27663
y,Released,36.35453
i,Pressed,36.514711
i,Released,36.573114
k,Pressed,36.730815
k,Released,36.810715
h,Pressed,36.878133
h,Released,36.958879
j,Pressed,37.09188
j,Released,37.16028
u,Pressed,37.330398
u,Released,37.410838
k,Pressed,37.490434
k,Released,37.554019
i,Pressed,37.710467
i,Released,37.795698
l,Pressed,37.868945
l,Released,37.930384
o,Pressed,38.00146
o,Released,38.084127
p,Pressed,38.185688
p,Released,38.245919
l,Pressed,38.430832
l,Released,38.511542
k,Pressed,38.734984
k,Released,38.807308
j,Pressed,38.928797
j,Released,39.001041
m,Pressed,39.023527
m,Released,39.106492
n,Pressed,39.238843
n,Released,39.314467
h,Pressed,39.399466
h,Released,39.484845
j,Pressed,39.568487
j,Released,39.63144
n,Pressed,39.782477
n,Released,39.859465
b,Pressed,39.994677
b,Released,40.067145
h,Pressed,40.150639
h,Released,40.210699
g,Pressed,40.312832
g,Released,40.384588
n,Pressed,40.392202
n,Released,40.477116
j,Pressed,40.615437
j,Released,40.676822
m,Pressed,40.770521
m,Released,40.864719
y,Pressed,40.914482
y,Released,40.986598
j,Pressed,41.096098
j,Released,41.167941
h,Pressed,41.285435
h,Released,41.354785
k,Pressed,41.36881
k,Released,41.442318
u,Pressed,41.609811
u,Released,41.693841
l,Pressed,41.80636
l,Released,41.887872
i,Pressed,41.975913
i,Released,42.043558
k,Pressed,42.08836
k,Released,42.159205
o,Pressed,42.344723
o,Released,42.412738
l,Pressed,42.6095
l,Released,42.692821
o,Pressed,42.858324
o,Released,42.926607
i,Pressed,43.001483
i,Released,43.079937
p,Pressed,43.114651
p,Released,43.183865
k,Pressed,43.349575
k,Released,43.429591
j,Pressed,43.526192
j,Released,43.595763
l,Pressed,43.638618
l,Released,43.709625
u,Pressed,43.822324
u,Released,43.899147
i,Pressed,43.934188
i,Released,43.989512
o,Pressed,44.119125
o,Released,44.188134
p,Pressed,44.306158
p,Released,44.383254
j,Pressed,44.47719
j,Released,44.550274
k,Pressed,44.593094
k,Released,44.649567
l,Pressed,44.767853
l,Released,44.842737
i,Pressed,44.892307
i,Released,44.968293
o,Pressed,45.051419
o,Released,45.12134
p,Pressed,45.210171
p,Released,45.286491
l,Pressed,45.405098
l,Released,45.476779
u,Pressed,45.560727
u,Released,45.644451
k,Pressed,45.669181
k,Released,45.741878
i,Pressed,45.864211
i,Released,45.936407
l,Pressed,45.989181
l,Released,46.053143
o,Pressed,46.166046
o,Released,46.239011
p,Pressed,46.383837
p,Released,46.451322
l,Pressed,46.589049
l,Released,46.659724
k,Pressed,46.738585
k,Released,46.807165
k,Pressed,46.945245
k,Released,47.017352
i,Pressed,47.147204
i,Released,47.22145
l,Pressed,47.304288
l,Released,47.377067
o,Pressed,47.45931
o,Released,47.527575
p,Pressed,47.721561
p,Released,47.793821
k,Pressed,47.992094
k,Released,48.052274
j,Pressed,48.14235
j,Released,48.211397
m,Pressed,48.366646
m,Released,48.442381
n,Pressed,48.651954
n,Released,48.721811
b,Pressed,48.906619
b,Released,49.006068
h,Pressed,49.084177
h,Released,49.152064
n,Pressed,49.272205
n,Released,49.352251
g,Pressed,49.414994
g,Released,49.49097
b,Pressed,49.567025
b,Released,49.628127
t,Pressed,49.712115
t,Released,49.813481
h,Pressed,49.872082
h,Released,49.948808
f,Pressed,51.584366
f,Released,51.658648
d,Pressed,51.742864
d,Released,51.81537
v,Pressed,51.861914
v,Released,51.922232
c,Pressed,52.029297
c,Released,52.104763
g,Pressed,52.163319
g,Released,52.225515
b,Pressed,52.380077
b,Released,52.454909
f,Pressed,52.501999
f,Released,52.570755
n,Pressed,52.632975
n,Released,52.703585
v,Pressed,52.758683
v,Released,52.838704
h,Pressed,52.884798
h,Released,52.944219
n,Pressed,53.071429
n,Released,53.14573
g,Pressed,53.196021
g,Released,53.258561
j,Pressed,53.316774
j,Released,53.3733
b,Pressed,53.456098
b,Released,53.532252
m,Pressed,53.57011
m,Released,53.651317
h,Pressed,53.760831
h,Released,53.834234
j,Pressed,53.884537
j,Released,53.931321
n,Pressed,54.035803
n,Released,54.111948
t,Pressed,54.508781
t,Released,54.567124
r,Pressed,54.713391
r,Released,54.768136
g,Pressed,54.963473
g,Released,55.030248
f,Pressed,55.162835
f,Released,55.226673
h,Pressed,55.258598
h,Released,55.325844
g,Pressed,55.475828
g,Released,55.536373
d,Pressed,55.713324
d,Released,55.797247
t,Pressed,55.85262
t,Released,55.909154
g,Pressed,56.037645
g,Released,56.113885
f,Pressed,56.15152
f,Released,56.228073
t,Pressed,56.370714
t,Released,56.431011
g,Pressed,56.581422
g,Released,56.654771
x,Pressed,56.955381
x,Released,57.022931
c,Pressed,57.083529
c,Released,57.150818
d,Pressed,57.263341
d,Released,57.346003
v,Pressed,57.403609
v,Released,57.475915
f,Pressed,57.544108
f,Released,57.619991
g,Pressed,57.684663
g,Released,57.737599
b,Pressed,57.883654
b,Released,57.956698
c,Pressed,58.504808
c,Released,58.581102
x,Pressed,58.824639
x,Released,58.880953
a,Pressed,58.959186
a,Released,59.029061
s,Pressed,59.06243
s,Released,59.119289
d,Pressed,59.223641
d,Released,59.296222
q,Pressed,59.376433
q,Released,59.460629
w,Pressed,59.533465
w,Released,59.578385
e,Pressed,59.706886
e,Released,59.775295
a,Pressed,59.896675
a,Released,59.976799
d,Pressed,60.037844
d,Released,60.108088
s,Pressed,60.183244
s,Released,60.251053
c,Pressed,60.308339
c,Released,60.38989
x,Pressed,60.431504
x,Released,60.503731
d,Pressed,60.562359
d,Released,60.622305
s,Pressed,60.677118
s,Released,60.762786
v,Pressed,60.821544
v,Released,60.893749
f,Pressed,61.00956
f,Released,61.087027
g,Pressed,61.179609
g,Released,61.241677
r,Pressed,61.281125
r,Released,61.37117
t,Pressed,61.521834
t,Released,61.591072
n,Pressed,61.671751
n,Released,61.754216
g,Pressed,61.925531
g,Released,62.008989
h,Pressed,62.051699
h,Released,62.115538
v,Pressed,62.266858
v,Released,62.354825
b,Pressed,62.378238
b,Released,62.451541
g,Pressed,62.586277
g,Released,62.670695
h,Pressed,62.725352
h,Released,62.808759
t,Pressed,62.908853
t,Released,62.970981
f,Pressed,63.138507
f,Released,63.218216
g,Pressed,63.353681
g,Released,63.42669
d,Pressed,63.498347
d,Released,63.578699
t,Pressed,63.66241
t,Released,63.72268
e,Pressed,63.751098
e,Released,63.829972
g,Pressed,63.875494
g,Released,63.956881
f,Pressed,64.017381
f,Released,64.096782
g,Pressed,67.15959
g,Released,67.227575
f,Pressed,67.310796
f,Released,67.370664
v,Pressed,67.42299
v,Released,67.490783
b,Pressed,67.633204
b,Released,67.701543
g,Pressed,67.789271
g,Released,67.861555
h,Pressed,67.925385
h,Released,67.982729
n,Pressed,68.090941
n,Released,68.167532
t,Pressed,68.376113
t,Released,68.459528
h,Pressed,68.518298
h,Released,68.566627
y,Pressed,68.692772
y,Released,68.762922
j,Pressed,68.80895
j,Released,68.869453
n,Pressed,69.029994
n,Released,69.094532
b,Pressed,69.238243
b,Released,69.304801
m,Pressed,69.341627
m,Released,69.409451
h,Pressed,69.505028
h,Released,69.577456
j,Pressed,69.613942
j,Released,69.682516
k,Pressed,69.835626
k,Released,69.908515
u,Pressed,70.043964
u,Released,70.128182
l,Pressed,70.19236
l,Released,70.253805
i,Pressed,70.318691
i,Released,70.391368
o,Pressed,70.468664
o,Released,70.525005
p,Pressed,70.623799
p,Released,70.696503
j,Pressed,70.869597
j,Released,70.909387
k,Pressed,70.987966
k,Released,71.064764
u,Pressed,71.362621
u,Released,71.442073
l,Pressed,71.485864
l,Released,71.558127
i,Pressed,71.662602
i,Released,71.734263
o,Pressed,71.818829
o,Released,71.875674
l,Pressed,71.967917
l,Released,72.052033
k,Pressed,72.093866
k,Released,72.162589
p,Pressed,72.280928
p,Released,72.341786
o,Pressed,72.516255
o,Released,72.587589
k,Pressed,72.770864
k,Released,72.847182
g,Pressed,73.05825
g,Released,73.125073
h,Pressed,73.235934
h,Released,73.300457
j,Pressed,73.416083
j,Released,73.496336
f,Pressed,73.55187
f,Released,73.644238
h,Pressed,73.770982
h,Released,73.825173
t,Pressed,73.903242
t,Released,73.975976
j,Pressed,74.053446
j,Released,74.11354
y,Pressed,74.172745
y,Released,74.253302
k,Pressed,74.370109
k,Released,74.438338
u,Pressed,74.49535
u,Released,74.56533
n,Pressed,74.761661
n,Released,74.850662
b,Pressed,74.95779
b,Released,75.026365
m,Pressed,75.075416
m,Released,75.134901
g,Pressed,75.207189
g,Released,75.282493
h,Pressed,75.326739
h,Released,75.379242
j,Pressed,75.495703
j,Released,75.567223
d,Pressed,75.629816
d,Released,75.722402
g,Pressed,75.821927
g,Released,75.900704
f,Pressed,76.138861
f,Released,76.195096
v,Pressed,76.355742
v,Released,76.432051
f,Pressed,76.48967
f,Released,76.582379
h,Pressed,76.6348
h,Released,76.704924
g,Pressed,76.895554
g,Released,76.955735
e,Pressed,77.036021
v,Pressed,77.087516
e,Released,77.091226
v,Released,77.167963
e,Pressed,77.273791
v,Pressed,77.309684
e,Released,77.336399
v,Released,77.379749
e,Pressed,77.478783
e,Released,77.563451
j,Pressed,77.626702
j,Released,77.690962
f,Pressed,77.752618
f,Released,77.840983
f,Pressed,78.02488
f,Released,78.12567
n,Pressed,78.203703
n,Released,78.2804
g,Pressed,78.361872
g,Released,78.44797
b,Pressed,78.483618
b,Released,78.563946
g,Pressed,78.64561
g,Released,78.722608
k,Pressed,78.795664
k,Released,78.845482
Key.esc,Pressed,80.113235
Key.esc,Released,80.171271
